XSRRCR,XRETH4R,XSEXR,XCPAY1R,NSAMP,NSTRAT,STRATUM,RESPSTAT2
1,1,1,2,19,334,2,2
1,1,1,2,19,334,2,2
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,2,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,3,175,5213,3,1
1,1,1,4,175,5213,3,1
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,4
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,2,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,4,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,3,175,5213,3,2
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,1
1,1,1,2,21,1365,4,4
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,2,21,1365,4,2
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,4,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
1,1,1,3,62,5625,5,1
8,1,1,1,62,5625,5,3
1,1,1,3,62,5625,5,4
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,4,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,2
1,1,1,3,62,5625,5,3
1,1,1,3,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,2,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
2,1,1,2,507,53548,6,1
1,1,1,3,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,1,1,2,507,53548,6,1
1,2,1,2,507,53548,6,1
