"","XSRRCR","XRETH4R","XSEXR","XCPAY1R","NSAMP","NSTRAT","STRATUM","RESPSTAT2","weight"
"64","1",1,1,1,456,40169,1,1,338.16911808002
"65","1",1,1,3,456,40169,1,1,204.707832738288
"66","1",1,1,1,456,40169,1,1,338.16911808002
"67","1",1,1,1,456,40169,1,1,338.16911808002
"68","1",1,1,1,456,40169,1,1,338.16911808002
"69","1",1,1,1,456,40169,1,1,338.16911808002
"70","1",1,1,1,456,40169,1,1,338.16911808002
"71","1",1,1,1,456,40169,1,1,338.16911808002
"72","1",1,1,1,456,40169,1,1,338.16911808002
"73","1",1,1,1,456,40169,1,1,338.16911808002
"74","1",1,1,1,456,40169,1,1,338.16911808002
"75","1",1,1,1,456,40169,1,1,338.16911808002
"76","1",1,1,1,456,40169,1,1,338.16911808002
"77","1",1,1,2,456,40169,1,1,338.16911808002
"78","1",1,1,1,456,40169,1,1,338.16911808002
"79","1",1,1,1,456,40169,1,1,338.16911808002
"80","1",1,1,2,456,40169,1,1,338.16911808002
"81","1",1,1,1,456,40169,1,1,338.16911808002
"82","1",1,1,1,456,40169,1,1,338.16911808002
"83","1",1,1,1,456,40169,1,1,338.16911808002
"84","1",1,1,2,456,40169,1,1,338.16911808002
"85","1",1,1,1,456,40169,1,1,338.16911808002
"86","1",2,1,1,456,40169,1,1,460.880420785248
"87","1",1,1,1,456,40169,1,1,338.16911808002
"88","1",1,1,1,456,40169,1,1,338.16911808002
"89","1",1,1,1,456,40169,1,1,338.16911808002
"90","1",1,1,1,456,40169,1,1,338.16911808002
"91","1",1,1,1,456,40169,1,1,338.16911808002
"92","1",1,1,1,456,40169,1,1,338.16911808002
"93","1",1,1,1,456,40169,1,1,338.16911808002
"94","1",1,1,1,456,40169,1,1,338.16911808002
"95","1",1,1,1,456,40169,1,1,338.16911808002
"96","1",1,1,1,456,40169,1,1,338.16911808002
"97","1",1,1,1,456,40169,1,1,338.16911808002
"98","1",1,1,2,456,40169,1,1,338.16911808002
"99","1",1,1,1,456,40169,1,1,338.16911808002
"100","1",1,1,1,456,40169,1,1,338.16911808002
"101","1",1,1,1,456,40169,1,1,338.16911808002
"102","1",1,1,1,456,40169,1,1,338.16911808002
"103","1",1,1,1,456,40169,1,1,338.16911808002
"104","1",1,1,1,456,40169,1,1,338.16911808002
"105","1",1,1,1,456,40169,1,1,338.16911808002
"106","1",1,1,1,456,40169,1,1,338.16911808002
"107","1",1,1,1,456,40169,1,1,338.16911808002
"108","1",1,1,1,456,40169,1,1,338.16911808002
"109","1",1,1,1,456,40169,1,1,338.16911808002
"110","1",1,1,1,456,40169,1,1,338.16911808002
"111","1",1,1,1,456,40169,1,1,338.16911808002
"112","1",1,1,2,19,334,2,1,65.8488972847726
"113","1",1,1,2,19,334,2,1,65.8488972847726
"114","1",1,1,3,19,334,2,1,39.8610763984138
"115","1",1,1,2,19,334,2,1,65.8488972847726
"116","1",1,1,2,19,334,2,1,65.8488972847726
"117","1",1,1,2,19,334,2,1,65.8488972847726
"118","1",1,1,3,19,334,2,1,39.8610763984138
"119","1",1,1,3,175,5213,3,1,70.8219681040858
"120","1",1,1,3,175,5213,3,1,70.8219681040858
"121","1",1,1,3,175,5213,3,1,70.8219681040858
"122","1",1,1,3,175,5213,3,1,70.8219681040858
"123","1",1,1,3,175,5213,3,1,70.8219681040858
"124","1",1,1,3,175,5213,3,1,70.8219681040858
"125","1",1,1,3,175,5213,3,1,70.8219681040858
"126","1",1,1,3,175,5213,3,1,70.8219681040858
"127","1",1,1,3,175,5213,3,1,70.8219681040858
"128","1",1,1,3,175,5213,3,1,70.8219681040858
"129","1",1,1,3,175,5213,3,1,70.8219681040858
"130","1",1,1,3,175,5213,3,1,70.8219681040858
"131","1",1,1,4,175,5213,3,1,57.1742670844457
"132","1",1,1,3,175,5213,3,1,70.8219681040858
"133","1",1,1,3,175,5213,3,1,70.8219681040858
"134","1",1,1,3,175,5213,3,1,70.8219681040858
"135","1",1,1,3,175,5213,3,1,70.8219681040858
"136","1",1,1,3,175,5213,3,1,70.8219681040858
"137","1",1,1,3,175,5213,3,1,70.8219681040858
"138","1",1,1,3,175,5213,3,1,70.8219681040858
"139","1",1,1,3,175,5213,3,1,70.8219681040858
"140","1",1,1,3,175,5213,3,1,70.8219681040858
"141","1",1,1,3,175,5213,3,1,70.8219681040858
"142","1",1,1,3,175,5213,3,1,70.8219681040858
"143","1",1,1,3,175,5213,3,1,70.8219681040858
"144","1",1,1,3,175,5213,3,1,70.8219681040858
"145","1",1,1,3,175,5213,3,1,70.8219681040858
"146","1",1,1,3,175,5213,3,1,70.8219681040858
"147","1",1,1,3,175,5213,3,1,70.8219681040858
"148","1",1,1,3,175,5213,3,1,70.8219681040858
"149","1",1,1,3,175,5213,3,1,70.8219681040858
"150","1",2,1,3,175,5213,3,1,104.95174387476
"151","1",1,1,3,175,5213,3,1,70.8219681040858
"152","1",1,1,3,175,5213,3,1,70.8219681040858
"153","1",1,1,3,175,5213,3,1,70.8219681040858
"154","1",1,1,3,175,5213,3,1,70.8219681040858
"155","1",1,1,3,175,5213,3,1,70.8219681040858
"156","1",1,1,3,175,5213,3,1,70.8219681040858
"157","1",1,1,3,175,5213,3,1,70.8219681040858
"158","1",1,1,3,175,5213,3,1,70.8219681040858
"159","1",1,1,3,175,5213,3,1,70.8219681040858
"160","1",1,1,3,175,5213,3,1,70.8219681040858
"161","1",1,1,3,175,5213,3,1,70.8219681040858
"162","1",1,1,3,175,5213,3,1,70.8219681040858
"163","1",1,1,3,175,5213,3,1,70.8219681040858
"164","1",1,1,3,175,5213,3,1,70.8219681040858
"165","1",1,1,3,175,5213,3,1,70.8219681040858
"166","1",1,1,3,175,5213,3,1,70.8219681040858
"167","1",1,1,3,175,5213,3,1,70.8219681040858
"168","1",1,1,3,175,5213,3,1,70.8219681040858
"169","1",1,1,4,175,5213,3,1,57.1742670844457
"170","1",1,1,3,175,5213,3,1,70.8219681040858
"171","1",1,1,3,175,5213,3,1,70.8219681040858
"172","1",1,1,3,175,5213,3,1,70.8219681040858
"173","1",1,1,3,175,5213,3,1,70.8219681040858
"174","1",1,1,4,175,5213,3,1,57.1742670844457
"175","1",1,1,3,175,5213,3,1,70.8219681040858
"176","1",1,1,3,175,5213,3,1,70.8219681040858
"177","1",1,1,3,175,5213,3,1,70.8219681040858
"178","1",1,1,3,175,5213,3,1,70.8219681040858
"179","1",1,1,3,175,5213,3,1,70.8219681040858
"180","1",1,1,3,175,5213,3,1,70.8219681040858
"181","1",1,1,3,175,5213,3,1,70.8219681040858
"182","1",1,1,3,175,5213,3,1,70.8219681040858
"183","1",1,1,4,175,5213,3,1,57.1742670844457
"184","1",1,1,3,175,5213,3,1,70.8219681040858
"185","1",1,1,3,175,5213,3,1,70.8219681040858
"186","1",1,1,3,175,5213,3,1,70.8219681040858
"187","1",1,1,3,175,5213,3,1,70.8219681040858
"188","1",1,1,3,175,5213,3,1,70.8219681040858
"189","1",1,1,4,175,5213,3,1,57.1742670844457
"190","1",1,1,3,175,5213,3,1,70.8219681040858
"191","1",1,1,3,175,5213,3,1,70.8219681040858
"192","1",1,1,3,175,5213,3,1,70.8219681040858
"193","1",1,1,3,175,5213,3,1,70.8219681040858
"194","1",1,1,3,175,5213,3,1,70.8219681040858
"195","1",1,1,3,175,5213,3,1,70.8219681040858
"196","1",1,1,3,175,5213,3,1,70.8219681040858
"197","1",1,1,3,175,5213,3,1,70.8219681040858
"198","1",1,1,3,175,5213,3,1,70.8219681040858
"199","1",1,1,3,175,5213,3,1,70.8219681040858
"200","1",1,1,3,175,5213,3,1,70.8219681040858
"201","1",1,1,4,175,5213,3,1,57.1742670844457
"202","1",1,1,3,175,5213,3,1,70.8219681040858
"203","1",1,1,3,175,5213,3,1,70.8219681040858
"204","1",1,1,3,175,5213,3,1,70.8219681040858
"205","1",1,1,3,175,5213,3,1,70.8219681040858
"206","1",1,1,4,175,5213,3,1,57.1742670844457
"207","1",1,1,2,21,1365,4,1,255.657357946194
"208","1",1,1,2,21,1365,4,1,255.657357946194
"209","1",1,1,2,21,1365,4,1,255.657357946194
"210","1",1,1,2,21,1365,4,1,255.657357946194
"211","1",1,1,2,21,1365,4,1,255.657357946194
"212","1",1,1,2,21,1365,4,1,255.657357946194
"213","1",1,1,2,21,1365,4,1,255.657357946194
"214","1",1,1,2,21,1365,4,1,255.657357946194
"215","1",1,1,2,21,1365,4,1,255.657357946194
"216","1",1,1,3,62,5625,5,1,209.097503685112
"217","1",1,1,3,62,5625,5,1,209.097503685112
"218","1",1,1,3,62,5625,5,1,209.097503685112
"219","1",1,1,3,62,5625,5,1,209.097503685112
"220","1",1,1,3,62,5625,5,1,209.097503685112
"221","1",1,1,3,62,5625,5,1,209.097503685112
"222","1",1,1,3,62,5625,5,1,209.097503685112
"223","1",1,1,3,62,5625,5,1,209.097503685112
"224","1",1,1,3,62,5625,5,1,209.097503685112
"225","1",1,1,3,62,5625,5,1,209.097503685112
"226","1",1,1,3,62,5625,5,1,209.097503685112
"227","1",1,1,3,62,5625,5,1,209.097503685112
"228","1",1,1,3,62,5625,5,1,209.097503685112
"229","1",1,1,3,62,5625,5,1,209.097503685112
"230","1",1,1,3,62,5625,5,1,209.097503685112
"231","1",1,1,3,62,5625,5,1,209.097503685112
"232","1",1,1,3,62,5625,5,1,209.097503685112
"233","1",1,1,4,62,5625,5,1,168.803506064862
"234","1",1,1,3,62,5625,5,1,209.097503685112
"235","1",1,1,3,62,5625,5,1,209.097503685112
"236","1",1,1,3,62,5625,5,1,209.097503685112
"237","1",1,1,3,62,5625,5,1,209.097503685112
"238","1",1,1,3,62,5625,5,1,209.097503685112
"239","1",1,1,3,62,5625,5,1,209.097503685112
"240","1",1,1,3,62,5625,5,1,209.097503685112
"241","1",1,1,3,62,5625,5,1,209.097503685112
"242","1",1,1,3,62,5625,5,1,209.097503685112
"243","1",1,1,3,62,5625,5,1,209.097503685112
"244","1",1,1,3,62,5625,5,1,209.097503685112
"245","1",1,1,3,62,5625,5,1,209.097503685112
"246","1",1,1,3,62,5625,5,1,209.097503685112
"247","1",1,1,3,62,5625,5,1,209.097503685112
"248","1",1,1,3,62,5625,5,1,209.097503685112
"249","1",1,1,3,62,5625,5,1,209.097503685112
"250","1",1,1,3,62,5625,5,1,209.097503685112
"251","1",1,1,3,507,53548,6,1,249.926552438023
"252","1",1,1,3,507,53548,6,1,249.926552438023
"253","1",1,1,2,507,53548,6,1,412.868626921565
"254","1",2,1,2,507,53548,6,1,562.686112750286
"255","1",1,1,2,507,53548,6,1,412.868626921565
"256","1",1,1,2,507,53548,6,1,412.868626921565
"257","1",1,1,2,507,53548,6,1,412.868626921565
"258","1",1,1,2,507,53548,6,1,412.868626921565
"259","1",1,1,2,507,53548,6,1,412.868626921565
"260","1",1,1,3,507,53548,6,1,249.926552438023
"261","1",1,1,2,507,53548,6,1,412.868626921565
"262","1",1,1,2,507,53548,6,1,412.868626921565
"263","1",1,1,2,507,53548,6,1,412.868626921565
"264","1",2,1,2,507,53548,6,1,562.686112750286
"265","1",1,1,2,507,53548,6,1,412.868626921565
"266","1",1,1,2,507,53548,6,1,412.868626921565
"267","1",2,1,2,507,53548,6,1,562.686112750286
"268","1",2,1,2,507,53548,6,1,562.686112750286
"269","1",1,1,2,507,53548,6,1,412.868626921565
"270","1",1,2,2,507,53548,6,1,412.868626921565
"271","1",1,1,2,507,53548,6,1,412.868626921565
"272","1",1,1,2,507,53548,6,1,412.868626921565
"273","1",1,1,2,507,53548,6,1,412.868626921565
"274","1",1,1,2,507,53548,6,1,412.868626921565
"275","1",1,1,2,507,53548,6,1,412.868626921565
"276","1",1,1,2,507,53548,6,1,412.868626921565
"277","1",1,1,2,507,53548,6,1,412.868626921565
"278","1",1,1,2,507,53548,6,1,412.868626921565
"279","1",1,1,2,507,53548,6,1,412.868626921565
"280","1",1,1,2,507,53548,6,1,412.868626921565
"281","1",1,1,2,507,53548,6,1,412.868626921565
"282","1",1,1,2,507,53548,6,1,412.868626921565
"283","1",1,1,2,507,53548,6,1,412.868626921565
"284","1",1,1,2,507,53548,6,1,412.868626921565
"285","1",1,1,3,507,53548,6,1,249.926552438023
"286","1",1,1,2,507,53548,6,1,412.868626921565
"287","1",1,1,2,507,53548,6,1,412.868626921565
"288","1",1,1,2,507,53548,6,1,412.868626921565
"289","1",1,1,2,507,53548,6,1,412.868626921565
"290","1",2,1,2,507,53548,6,1,562.686112750286
"291","1",1,1,3,507,53548,6,1,249.926552438023
"292","1",1,1,2,507,53548,6,1,412.868626921565
"293","1",1,1,2,507,53548,6,1,412.868626921565
"294","1",1,1,3,507,53548,6,1,249.926552438023
"295","1",2,1,2,507,53548,6,1,562.686112750286
"296","1",1,1,2,507,53548,6,1,412.868626921565
"297","1",1,1,2,507,53548,6,1,412.868626921565
"298","1",1,1,2,507,53548,6,1,412.868626921565
"299","1",1,1,2,507,53548,6,1,412.868626921565
"300","1",1,1,2,507,53548,6,1,412.868626921565
"301","1",1,1,2,507,53548,6,1,412.868626921565
"302","1",1,1,2,507,53548,6,1,412.868626921565
"303","1",2,1,2,507,53548,6,1,562.686112750286
"304","1",2,1,2,507,53548,6,1,562.686112750286
"305","1",1,1,2,507,53548,6,1,412.868626921565
"306","1",2,1,2,507,53548,6,1,562.686112750286
"307","1",1,1,2,507,53548,6,1,412.868626921565
"308","1",1,1,2,507,53548,6,1,412.868626921565
"309","1",2,1,2,507,53548,6,1,562.686112750286
"310","1",1,1,2,507,53548,6,1,412.868626921565
"311","1",1,1,2,507,53548,6,1,412.868626921565
"312","1",1,1,2,507,53548,6,1,412.868626921565
"313","1",1,1,2,507,53548,6,1,412.868626921565
"314","1",1,1,2,507,53548,6,1,412.868626921565
"315","1",1,1,2,507,53548,6,1,412.868626921565
"316","1",1,1,2,507,53548,6,1,412.868626921565
"317","1",1,1,3,507,53548,6,1,249.926552438023
"318","1",1,1,2,507,53548,6,1,412.868626921565
"319","1",1,1,2,507,53548,6,1,412.868626921565
"320","1",1,1,2,507,53548,6,1,412.868626921565
"321","1",1,1,3,507,53548,6,1,249.926552438023
"322","1",1,1,2,507,53548,6,1,412.868626921565
"323","1",1,1,2,507,53548,6,1,412.868626921565
"324","1",1,1,3,507,53548,6,1,249.926552438023
"325","1",1,1,2,507,53548,6,1,412.868626921565
"326","1",1,1,2,507,53548,6,1,412.868626921565
"327","1",1,1,2,507,53548,6,1,412.868626921565
"328","1",1,1,2,507,53548,6,1,412.868626921565
"329","1",2,1,2,507,53548,6,1,562.686112750286
"330","1",1,1,2,507,53548,6,1,412.868626921565
"331","1",2,1,2,507,53548,6,1,562.686112750286
"332","1",1,1,2,507,53548,6,1,412.868626921565
"333","1",1,1,2,507,53548,6,1,412.868626921565
"334","2",1,1,2,507,53548,6,1,412.868626921565
"335","1",1,1,3,507,53548,6,1,249.926552438023
"336","1",1,1,2,507,53548,6,1,412.868626921565
"337","1",1,1,2,507,53548,6,1,412.868626921565
"338","1",1,1,2,507,53548,6,1,412.868626921565
"339","1",1,1,2,507,53548,6,1,412.868626921565
"340","1",2,1,2,507,53548,6,1,562.686112750286
"341","1",1,1,2,507,53548,6,1,412.868626921565
"342","1",1,1,2,507,53548,6,1,412.868626921565
"343","1",1,1,2,507,53548,6,1,412.868626921565
"344","1",1,1,2,507,53548,6,1,412.868626921565
"345","1",1,1,2,507,53548,6,1,412.868626921565
"346","1",1,1,2,507,53548,6,1,412.868626921565
"347","1",1,1,2,507,53548,6,1,412.868626921565
"348","1",1,1,2,507,53548,6,1,412.868626921565
"349","1",1,1,2,507,53548,6,1,412.868626921565
"350","1",1,1,2,507,53548,6,1,412.868626921565
"351","1",1,1,2,507,53548,6,1,412.868626921565
"352","1",1,1,2,507,53548,6,1,412.868626921565
"353","1",1,1,2,507,53548,6,1,412.868626921565
"354","1",1,1,2,507,53548,6,1,412.868626921565
"355","1",1,1,2,507,53548,6,1,412.868626921565
"356","1",1,1,2,507,53548,6,1,412.868626921565
"357","1",1,1,2,507,53548,6,1,412.868626921565
"358","1",1,1,2,507,53548,6,1,412.868626921565
"359","1",1,1,2,507,53548,6,1,412.868626921565
"360","1",1,1,2,507,53548,6,1,412.868626921565
"361","1",1,1,2,507,53548,6,1,412.868626921565
"362","1",2,1,2,507,53548,6,1,562.686112750286
"363","1",1,1,2,507,53548,6,1,412.868626921565
"364","1",1,1,2,507,53548,6,1,412.868626921565
"365","1",1,1,3,507,53548,6,1,249.926552438023
"366","1",2,1,2,507,53548,6,1,562.686112750286
"367","1",1,1,2,507,53548,6,1,412.868626921565
"368","1",1,1,3,507,53548,6,1,249.926552438023
"369","1",1,1,2,507,53548,6,1,412.868626921565
"370","1",1,1,4,54,9628,7,1,332.662325141938
"371","1",1,1,4,54,9628,7,1,332.662325141938
"372","1",1,1,4,54,9628,7,1,332.662325141938
"373","1",1,1,4,54,9628,7,1,332.662325141938
"374","1",2,1,4,54,9628,7,1,368.069417718625
"375","1",1,1,4,54,9628,7,1,332.662325141938
"376","1",1,1,4,54,9628,7,1,332.662325141938
"377","1",1,1,4,54,9628,7,1,332.662325141938
"378","1",1,1,4,54,9628,7,1,332.662325141938
"379","1",1,1,4,54,9628,7,1,332.662325141938
"380","1",1,1,4,54,9628,7,1,332.662325141938
"381","1",1,1,4,54,9628,7,1,332.662325141938
"382","1",1,1,4,54,9628,7,1,332.662325141938
"383","1",1,1,4,54,9628,7,1,332.662325141938
"384","1",1,1,4,54,9628,7,1,332.662325141938
"385","1",1,1,4,54,9628,7,1,332.662325141938
"386","1",1,1,4,54,9628,7,1,332.662325141938
"387","1",1,1,4,54,9628,7,1,332.662325141938
"388","1",1,1,4,54,9628,7,1,332.662325141938
"389","1",1,1,4,54,9628,7,1,332.662325141938
"390","1",1,1,4,54,9628,7,1,332.662325141938
"391","1",1,1,4,54,9628,7,1,332.662325141938
"392","1",1,1,4,54,9628,7,1,332.662325141938
"393","1",1,1,4,54,9628,7,1,332.662325141938
"394","1",1,1,4,54,9628,7,1,332.662325141938
"395","1",1,1,3,284,45906,8,1,379.905031795163
"396","1",1,1,3,284,45906,8,1,379.905031795163
"397","1",1,1,3,284,45906,8,1,379.905031795163
"398","1",1,1,3,284,45906,8,1,379.905031795163
"399","1",1,1,3,284,45906,8,1,379.905031795163
"400","1",1,1,3,284,45906,8,1,379.905031795163
"401","1",1,1,3,284,45906,8,1,379.905031795163
"402","1",1,1,3,284,45906,8,1,379.905031795163
"403","1",1,1,3,284,45906,8,1,379.905031795163
"404","1",1,1,3,284,45906,8,1,379.905031795163
"405","1",1,1,3,284,45906,8,1,379.905031795163
"406","1",1,1,3,284,45906,8,1,379.905031795163
"407","1",1,1,3,284,45906,8,1,379.905031795163
"408","1",1,1,3,284,45906,8,1,379.905031795163
"409","1",2,1,3,284,45906,8,1,562.984857115234
"410","1",1,1,3,284,45906,8,1,379.905031795163
"411","1",1,1,3,284,45906,8,1,379.905031795163
"412","1",1,1,3,284,45906,8,1,379.905031795163
"413","1",1,1,3,284,45906,8,1,379.905031795163
"414","1",1,1,3,284,45906,8,1,379.905031795163
"415","1",1,1,3,284,45906,8,1,379.905031795163
"416","1",1,1,3,284,45906,8,1,379.905031795163
"417","1",1,1,3,284,45906,8,1,379.905031795163
"418","1",1,1,3,284,45906,8,1,379.905031795163
"419","1",1,1,3,284,45906,8,1,379.905031795163
"420","1",1,1,3,284,45906,8,1,379.905031795163
"421","1",1,1,3,284,45906,8,1,379.905031795163
"422","1",1,1,3,284,45906,8,1,379.905031795163
"423","1",1,1,3,284,45906,8,1,379.905031795163
"424","1",1,1,3,284,45906,8,1,379.905031795163
"425","1",1,1,3,284,45906,8,1,379.905031795163
"426","1",1,1,3,284,45906,8,1,379.905031795163
"427","1",1,1,3,284,45906,8,1,379.905031795163
"428","1",1,1,4,284,45906,8,1,306.695681241996
"429","1",1,1,3,284,45906,8,1,379.905031795163
"430","1",1,1,3,284,45906,8,1,379.905031795163
"431","1",1,1,3,284,45906,8,1,379.905031795163
"432","1",2,1,3,284,45906,8,1,562.984857115234
"433","1",1,1,3,284,45906,8,1,379.905031795163
"434","1",1,1,3,284,45906,8,1,379.905031795163
"435","1",1,1,3,284,45906,8,1,379.905031795163
"436","1",1,1,3,284,45906,8,1,379.905031795163
"437","1",1,1,3,284,45906,8,1,379.905031795163
"438","1",1,1,3,284,45906,8,1,379.905031795163
"439","1",1,1,3,284,45906,8,1,379.905031795163
"440","1",1,1,3,284,45906,8,1,379.905031795163
"441","1",1,1,3,284,45906,8,1,379.905031795163
"442","1",1,1,3,284,45906,8,1,379.905031795163
"443","1",1,1,4,284,45906,8,1,306.695681241996
"444","1",1,1,3,284,45906,8,1,379.905031795163
"445","1",1,1,3,284,45906,8,1,379.905031795163
"446","1",1,1,3,284,45906,8,1,379.905031795163
"447","1",1,1,3,284,45906,8,1,379.905031795163
"448","1",1,1,3,284,45906,8,1,379.905031795163
"449","1",1,1,4,284,45906,8,1,306.695681241996
"450","1",1,1,3,284,45906,8,1,379.905031795163
"451","1",1,1,3,284,45906,8,1,379.905031795163
"452","1",1,1,3,284,45906,8,1,379.905031795163
"453","1",1,1,3,284,45906,8,1,379.905031795163
"454","1",1,1,3,284,45906,8,1,379.905031795163
"455","1",1,1,3,284,45906,8,1,379.905031795163
"456","1",1,1,3,284,45906,8,1,379.905031795163
"457","1",2,1,3,284,45906,8,1,562.984857115234
"458","1",1,1,3,284,45906,8,1,379.905031795163
"459","1",1,1,3,284,45906,8,1,379.905031795163
"460","1",1,1,3,284,45906,8,1,379.905031795163
"461","1",1,1,3,284,45906,8,1,379.905031795163
"462","1",1,1,3,284,45906,8,1,379.905031795163
"463","1",1,1,3,284,45906,8,1,379.905031795163
"464","1",1,1,3,284,45906,8,1,379.905031795163
"465","1",1,1,3,284,45906,8,1,379.905031795163
"466","1",1,1,3,284,45906,8,1,379.905031795163
"467","1",1,1,4,284,45906,8,1,306.695681241996
"468","1",1,1,3,284,45906,8,1,379.905031795163
"469","1",1,1,3,284,45906,8,1,379.905031795163
"470","1",1,1,3,284,45906,8,1,379.905031795163
"471","1",1,1,3,284,45906,8,1,379.905031795163
"472","1",1,1,3,284,45906,8,1,379.905031795163
"473","1",1,1,3,284,45906,8,1,379.905031795163
"474","1",1,1,3,284,45906,8,1,379.905031795163
"475","1",1,1,3,284,45906,8,1,379.905031795163
"476","1",1,1,3,284,45906,8,1,379.905031795163
"477","1",1,1,3,284,45906,8,1,379.905031795163
"478","1",1,1,5,284,45906,8,1,269.423330811181
"479","1",1,1,3,284,45906,8,1,379.905031795163
"480","1",1,1,4,284,45906,8,1,306.695681241996
"481","1",1,1,3,284,45906,8,1,379.905031795163
"482","5",1,1,3,284,45906,8,1,379.905031795163
"483","1",1,1,6,284,45906,8,1,287.947021448042
"484","1",1,1,3,284,45906,8,1,379.905031795163
"485","1",1,1,3,284,45906,8,1,379.905031795163
"486","1",1,1,3,284,45906,8,1,379.905031795163
"487","1",1,1,3,284,45906,8,1,379.905031795163
"488","1",1,1,3,284,45906,8,1,379.905031795163
"489","1",1,1,3,284,45906,8,1,379.905031795163
"490","1",1,1,3,284,45906,8,1,379.905031795163
"491","1",1,1,3,284,45906,8,1,379.905031795163
"492","1",1,1,3,284,45906,8,1,379.905031795163
"493","1",1,1,3,284,45906,8,1,379.905031795163
"494","1",1,1,3,284,45906,8,1,379.905031795163
"495","1",1,1,3,284,45906,8,1,379.905031795163
"496","1",1,1,3,284,45906,8,1,379.905031795163
"497","1",1,1,3,284,45906,8,1,379.905031795163
"498","1",1,1,3,284,45906,8,1,379.905031795163
"499","1",1,1,3,284,45906,8,1,379.905031795163
"500","1",1,1,3,284,45906,8,1,379.905031795163
"501","1",1,1,3,284,45906,8,1,379.905031795163
"502","1",2,1,6,284,45906,8,1,339.33900018102
"503","1",1,1,3,284,45906,8,1,379.905031795163
"504","1",1,1,3,284,45906,8,1,379.905031795163
"505","1",1,1,3,284,45906,8,1,379.905031795163
"506","1",1,1,3,284,45906,8,1,379.905031795163
"507","1",1,1,3,284,45906,8,1,379.905031795163
"508","1",1,1,3,284,45906,8,1,379.905031795163
"509","1",1,1,3,284,45906,8,1,379.905031795163
"510","1",1,1,3,284,45906,8,1,379.905031795163
